"plant_species","animal_species","plot","date","type","plot_date_type","frequency"
"Ocotea usambarensis","Columba delegorguei","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",4
"Schefflera myriantha","Linurgus olivaceus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",3
"Schefflera volkensii","Linurgus olivaceus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",4
"Schefflera volkensii","Onychognathus walleri","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",18
"Macaranga kilimandscharica","Phyllastrephus cabanisi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",7
"Ocotea usambarensis","Phyllastrephus cabanisi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",5
"Psychotria cyathicalyx","Phyllastrephus cabanisi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
"Schefflera myriantha","Phyllastrephus cabanisi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
"Schefflera volkensii","Phyllastrephus cabanisi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",10
"Allophylus ferrugineus","Phyllastrephus strepitans","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Macaranga kilimandscharica","Phyllastrephus strepitans","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",9
"Ocotea usambarensis","Phyllastrephus strepitans","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",3
"Schefflera myriantha","Phyllastrephus strepitans","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera volkensii","Phyllastrephus strepitans","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",8
"Schefflera volkensii","Phylloscopus umbrovirens","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera myriantha","Ploceus ocularis","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Macaranga kilimandscharica","Poeoptera kenricki","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",3
"Schefflera myriantha","Poeoptera kenricki","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",9
"Schefflera volkensii","Poeoptera kenricki","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",9
"Schefflera myriantha","Pogoniulus leucomystax","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera volkensii","Pseudoalcippe abyssinica","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Macaranga kilimandscharica","Tauraco hartlaubi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",50
"Ocotea usambarensis","Tauraco hartlaubi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera myriantha","Tauraco hartlaubi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",5
"Schefflera volkensii","Tauraco hartlaubi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",48
"Macaranga kilimandscharica","Turdus olivaceus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Psychotria cyathicalyx","Turdus olivaceus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
"Psychotria fractinervata","Turdus olivaceus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera myriantha","Turdus olivaceus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",4
"Schefflera volkensii","Turdus olivaceus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Begonia meyeri-johannis","Zosterops poliogastrus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
"Macaranga kilimandscharica","Zosterops poliogastrus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Psychotria fractinervata","Zosterops poliogastrus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Rubus steudneri","Zosterops poliogastrus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera volkensii","Zosterops poliogastrus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",33
"Galiniera saxifraga","Andropadus milanjensis","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",2
"Lasianthus kilimandscharicus","Andropadus milanjensis","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",4
"Macaranga capensis","Andropadus milanjensis","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",2
"Macaranga kilimandscharica","Andropadus milanjensis","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",6
"Pauridiantha paucinervis","Andropadus milanjensis","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",2
"Discopodium eremanthum","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Galiniera saxifraga","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",4
"Lasianthus kilimandscharicus","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",147
"Macaranga capensis","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Macaranga kilimandscharica","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Ocotea usambarensis","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Pauridiantha paucinervis","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",20
"Psychotria cyathicalyx","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",5
"Psychotria fractinervata","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",4
"Psychotria petiginosa","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Rubus steudneri","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Schefflera myriantha","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",10
"Schefflera volkensii","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",3
"Tiliacora funifera","Andropadus nigriceps","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Schefflera volkensii","Cinnyricinclus femoralis","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",6
"Macaranga kilimandscharica","Columba arquatrix","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Schefflera myriantha","Columba arquatrix","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Schefflera myriantha","Linurgus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",2
"Schefflera volkensii","Linurgus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Lasianthus kilimandscharicus","Nigrita canicapillus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",4
"Pauridiantha paucinervis","Nigrita canicapillus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Schefflera myriantha","Nigrita canicapillus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",2
"Schefflera volkensii","Nigrita canicapillus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",2
"Tiliacora funifera","Nigrita canicapillus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",5
"Schefflera volkensii","Onychognathus walleri","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",7
"Galiniera saxifraga","Phyllastrephus cabanisi","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",10
"Lasianthus kilimandscharicus","Phyllastrephus cabanisi","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",83
"Macaranga capensis","Phyllastrephus cabanisi","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",14
"Pauridiantha paucinervis","Phyllastrephus cabanisi","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",30
"Psychotria fractinervata","Phyllastrephus cabanisi","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",5
"Lasianthus kilimandscharicus","Pogonocichla stellata","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",3
"Pauridiantha paucinervis","Pogonocichla stellata","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Psychotria cyathicalyx","Pogonocichla stellata","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Psychotria fractinervata","Pogonocichla stellata","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Schefflera myriantha","Tauraco hartlaubi","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Schefflera volkensii","Tauraco hartlaubi","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",12
"Discopodium eremanthum","Turdus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Galiniera saxifraga","Turdus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Lasianthus kilimandscharicus","Turdus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",28
"Pauridiantha paucinervis","Turdus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",3
"Psychotria fractinervata","Turdus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Psychotria petiginosa","Turdus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",2
"Schefflera myriantha","Turdus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",3
"Schefflera volkensii","Turdus olivaceus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Galiniera saxifraga","Zoothera piaggiae","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Lasianthus kilimandscharicus","Zoothera piaggiae","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",6
"Pauridiantha paucinervis","Zoothera piaggiae","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",1
"Lasianthus kilimandscharicus","Zosterops poliogastrus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",56
"Pauridiantha paucinervis","Zosterops poliogastrus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",33
"Schefflera myriantha","Zosterops poliogastrus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",28
"Schefflera volkensii","Zosterops poliogastrus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",5
"Tiliacora funifera","Zosterops poliogastrus","foc1",2015-03-16,"Bird-fruit","foc1_2015-03-16_Bird-fruit",32
"Galiniera saxifraga","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",4
"Lasianthus kilimandscharicus","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",59
"Maytenus acuminata","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",1
"Ocotea usambarensis","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",4
"Psychotria cyathicalyx","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",5
"Psychotria fractinervata","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",3
"Psychotria petiginosa","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Rubus steudneri","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Schefflera myriantha","Andropadus nigriceps","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",4
"Schefflera myriantha","Apaloderma vittatum","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",3
"Lasianthus kilimandscharicus","Bradypterus lopezi","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",1
"Psychotria cyathicalyx","Bradypterus lopezi","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",1
"Schefflera myriantha","Columba arquatrix","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Schefflera myriantha","Onychognathus walleri","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",16
"Lasianthus kilimandscharicus","Phyllastrephus cabanisi","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",20
"Psychotria cyathicalyx","Phyllastrephus cabanisi","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",8
"Psychotria fractinervata","Phyllastrephus cabanisi","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",7
"Lasianthus kilimandscharicus","Phylloscopus umbrovirens","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",1
"Schefflera myriantha","Phylloscopus umbrovirens","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Lasianthus kilimandscharicus","Tauraco hartlaubi","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",6
"Schefflera myriantha","Tauraco hartlaubi","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",25
"Galiniera saxifraga","Turdus olivaceus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Lasianthus kilimandscharicus","Turdus olivaceus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",20
"Psychotria cyathicalyx","Turdus olivaceus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Psychotria fractinervata","Turdus olivaceus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Psychotria petiginosa","Turdus olivaceus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Rubus steudneri","Turdus olivaceus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Schefflera myriantha","Turdus olivaceus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",5
"Galiniera saxifraga","Zosterops poliogastrus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",1
"Lasianthus kilimandscharicus","Zosterops poliogastrus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",73
"Psychotria cyathicalyx","Zosterops poliogastrus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",1
"Psychotria fractinervata","Zosterops poliogastrus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",2
"Schefflera myriantha","Zosterops poliogastrus","foc2",2014-03-04,"Bird-fruit","foc2_2014-03-04_Bird-fruit",1
"Psychotria fractinervata","Andropadus milanjensis","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Galiniera saxifraga","Andropadus nigriceps","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",4
"Lasianthus kilimandscharicus","Andropadus nigriceps","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",6
"Maytenus acuminata","Andropadus nigriceps","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Psychotria cyathicalyx","Andropadus nigriceps","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",24
"Psychotria fractinervata","Andropadus nigriceps","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",2
"Psychotria petiginosa","Andropadus nigriceps","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Schefflera myriantha","Andropadus nigriceps","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",2
"Schefflera volkensii","Cinnyricinclus femoralis","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",3
"Schefflera volkensii","Columba arquatrix","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Schefflera myriantha","Linurgus olivaceus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Schefflera volkensii","Linurgus olivaceus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",3
"Schefflera volkensii","Onychognathus walleri","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",3
"Lasianthus kilimandscharicus","Phyllastrephus cabanisi","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",6
"Psychotria cyathicalyx","Phyllastrephus cabanisi","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Schefflera myriantha","Poeoptera kenricki","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",4
"Schefflera volkensii","Poeoptera kenricki","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",9
"Lasianthus kilimandscharicus","Tauraco hartlaubi","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Schefflera myriantha","Tauraco hartlaubi","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",5
"Schefflera volkensii","Tauraco hartlaubi","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",2
"Galiniera saxifraga","Turdus olivaceus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Lasianthus kilimandscharicus","Turdus olivaceus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",2
"Maytenus acuminata","Turdus olivaceus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Psychotria cyathicalyx","Turdus olivaceus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Schefflera myriantha","Turdus olivaceus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Rubus steudneri","Zoothera piaggiae","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",1
"Lasianthus kilimandscharicus","Zosterops poliogastrus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",6
"Schefflera myriantha","Zosterops poliogastrus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",4
"Schefflera volkensii","Zosterops poliogastrus","foc3",2015-03-09,"Bird-fruit","foc3_2015-03-09_Bird-fruit",5
"Galiniera saxifraga","Andropadus nigriceps","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",1
"Ilex mitis","Andropadus nigriceps","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",1
"Lasianthus kilimandscharicus","Andropadus nigriceps","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",7
"Maytenus acuminata","Andropadus nigriceps","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",2
"Ocotea usambarensis","Andropadus nigriceps","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",1
"Psychotria cyathicalyx","Andropadus nigriceps","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",48
"Psychotria petiginosa","Andropadus nigriceps","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",5
"Schefflera myriantha","Andropadus nigriceps","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",5
"Schefflera myriantha","Cinnyricinclus femoralis","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",1
"Schefflera volkensii","Cinnyricinclus femoralis","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",8
"Schefflera volkensii","Cinnyricinclus sharpii","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",4
"Ocotea usambarensis","Columba arquatrix","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",2
"Schefflera myriantha","Onychognathus walleri","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",5
"Schefflera volkensii","Onychognathus walleri","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",2
"Lasianthus kilimandscharicus","Phyllastrephus cabanisi","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",8
"Psychotria cyathicalyx","Phyllastrephus cabanisi","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",7
"Schefflera myriantha","Poeoptera kenricki","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",2
"Schefflera volkensii","Poeoptera kenricki","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",7
"Lasianthus kilimandscharicus","Tauraco hartlaubi","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",2
"Schefflera volkensii","Tauraco hartlaubi","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",3
"Lasianthus kilimandscharicus","Turdus olivaceus","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",1
"Psychotria petiginosa","Turdus olivaceus","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",1
"Schefflera myriantha","Turdus olivaceus","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",4
"Lasianthus kilimandscharicus","Zoothera piaggiae","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",2
"Psychotria cyathicalyx","Zoothera piaggiae","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",3
"Psychotria cyathicalyx","Zosterops poliogastrus","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",1
"Rubus steudneri","Zosterops poliogastrus","foc4",2015-03-09,"Bird-fruit","foc4_2015-03-09_Bird-fruit",1
"Discopodium eremanthum","Andropadus nigriceps","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",2
"Ocotea usambarensis","Andropadus nigriceps","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",11
"Psychotria cyathicalyx","Andropadus nigriceps","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",19
"Rubus steudneri","Andropadus nigriceps","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",1
"Schefflera myriantha","Andropadus nigriceps","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",8
"Schefflera volkensii","Andropadus nigriceps","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",7
"Zehneria scabra","Andropadus nigriceps","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",4
"Schefflera volkensii","Apaloderma vittatum","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",4
"Ocotea usambarensis","Cinnyricinclus femoralis","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",1
"Schefflera myriantha","Cinnyricinclus femoralis","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",2
"Schefflera volkensii","Cinnyricinclus femoralis","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",2
"Schefflera myriantha","Onychognathus walleri","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",2
"Schefflera volkensii","Onychognathus walleri","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",5
"Psychotria cyathicalyx","Phyllastrephus cabanisi","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",7
"Schefflera myriantha","Phyllastrephus cabanisi","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",8
"Schefflera volkensii","Phyllastrephus cabanisi","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",13
"Psychotria cyathicalyx","Tauraco hartlaubi","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",5
"Schefflera myriantha","Tauraco hartlaubi","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",10
"Schefflera volkensii","Tauraco hartlaubi","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",18
"Discopodium eremanthum","Turdus olivaceus","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",1
"Ocotea usambarensis","Turdus olivaceus","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",2
"Psychotria cyathicalyx","Turdus olivaceus","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",4
"Schefflera myriantha","Turdus olivaceus","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",4
"Schefflera volkensii","Turdus olivaceus","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",9
"Psychotria cyathicalyx","Zosterops poliogastrus","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",2
"Schefflera myriantha","Zosterops poliogastrus","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",57
"Schefflera volkensii","Zosterops poliogastrus","foc5",2014-03-25,"Bird-fruit","foc5_2014-03-25_Bird-fruit",140
"Lasianthus kilimandscharicus","Andropadus nigriceps","fod1",2014-03-11,"Bird-fruit","fod1_2014-03-11_Bird-fruit",220
"Ocotea usambarensis","Andropadus nigriceps","fod1",2014-03-11,"Bird-fruit","fod1_2014-03-11_Bird-fruit",8
"Psychotria cyathicalyx","Andropadus nigriceps","fod1",2014-03-11,"Bird-fruit","fod1_2014-03-11_Bird-fruit",2
"Psychotria petiginosa","Andropadus nigriceps","fod1",2014-03-11,"Bird-fruit","fod1_2014-03-11_Bird-fruit",2
"Schefflera volkensii","Andropadus nigriceps","fod1",2014-03-11,"Bird-fruit","fod1_2014-03-11_Bird-fruit",2
"Lasianthus kilimandscharicus","Phyllastrephus cabanisi","fod1",2014-03-11,"Bird-fruit","fod1_2014-03-11_Bird-fruit",1
"Ocotea usambarensis","Phyllastrephus cabanisi","fod1",2014-03-11,"Bird-fruit","fod1_2014-03-11_Bird-fruit",4
